mode,threads,preset,run,cpu1_us,io_us,cpu2_us,connections,duration,wrk_threads,exit_code,runtime_s,lat_avg,lat_stdev,lat_max,req_sec_avg,req_sec_stdev,req_sec_max,p50,p75,p90,p99,requests,total_read,requests_sec,transfer_sec,socket_errors,perf_available,perf_task_clock,perf_context_switches,perf_cpu_migrations,perf_page_faults,perf_cycles,perf_instructions,perf_branches,perf_branch_misses,perf_cache_references,perf_cache_misses,server_log,wrk_log,perf_log,time_log
ws,4,p5_stress_mix,1,600,3000,600,96,12s,4,0,12.02,103.17ms,17.00ms,134.57ms,232.20,19.43,323.00,103.34ms,117.22ms,124.95ms,132.93ms,11106,12.02s,923.64,151.53KB,,1,14545.56,22075,5804,92,19895422772,29082596105,4933266214,3100402,46311817,1365255,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t4_p5_stress_mix/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t4_p5_stress_mix/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t4_p5_stress_mix/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t4_p5_stress_mix/time_run1.log
ws,4,p5_stress_mix,2,600,3000,600,96,12s,4,0,12.02,103.24ms,14.08ms,129.77ms,232.14,13.67,270.00,103.64ms,112.88ms,120.66ms,127.70ms,11098,12.02s,923.64,151.53KB,,1,14571.00,22027,5499,116,20596176080,30005249717,5093815158,3190684,48754969,1213365,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t4_p5_stress_mix/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t4_p5_stress_mix/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t4_p5_stress_mix/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t4_p5_stress_mix/time_run2.log
ws,4,p5_stress_mix,3,600,3000,600,96,12s,4,0,12.02,103.12ms,15.17ms,130.23ms,232.39,14.95,310.00,103.02ms,115.02ms,122.32ms,129.87ms,11112,12.02s,924.44,151.67KB,,1,14488.83,21061,5391,95,20508790223,30007327918,5109715518,3157380,41734465,1306827,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t4_p5_stress_mix/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t4_p5_stress_mix/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t4_p5_stress_mix/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t4_p5_stress_mix/time_run3.log
ws,4,p6_ultra_io_bound,1,50,20000,50,64,12s,4,0,12.03,319.47ms,29.11ms,327.48ms,53.39,29.11,131.00,323.60ms,323.75ms,325.72ms,327.22ms,2372,12.02s,197.31,32.37KB,,1,495.96,4328,1079,14,507377148,596678687,102542333,609885,9016955,199630,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t4_p6_ultra_io_bound/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t4_p6_ultra_io_bound/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t4_p6_ultra_io_bound/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t4_p6_ultra_io_bound/time_run1.log
ws,4,p6_ultra_io_bound,2,50,20000,50,64,12s,4,0,12.03,319.49ms,32.46ms,345.01ms,49.70,20.03,110.00,323.55ms,323.78ms,343.88ms,344.88ms,2373,12.02s,197.37,32.38KB,,1,502.16,3984,12,15,515061551,569194990,98744738,594941,8362909,18862,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t4_p6_ultra_io_bound/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t4_p6_ultra_io_bound/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t4_p6_ultra_io_bound/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t4_p6_ultra_io_bound/time_run2.log
ws,4,p6_ultra_io_bound,3,50,20000,50,64,12s,4,0,12.03,319.38ms,29.60ms,327.27ms,52.55,29.98,131.00,323.65ms,323.76ms,325.44ms,326.95ms,2372,12.02s,197.29,32.37KB,,1,497.36,4225,1052,16,509451170,596731777,102470203,594993,8937539,245456,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t4_p6_ultra_io_bound/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t4_p6_ultra_io_bound/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t4_p6_ultra_io_bound/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t4_p6_ultra_io_bound/time_run3.log
elastic,4,p1_light_cpu_heavy_io,1,100,8000,100,16,8s,4,0,8.10,16.44ms,550.25us,21.86ms,241.63,6.66,320.00,16.52ms,16.54ms,16.55ms,16.57ms,7750,8.10s,956.74,156.96KB,,1,2299.95,13182,2223,34,2799993573,3667330648,629144404,1827123,28506876,545837,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p1_light_cpu_heavy_io/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p1_light_cpu_heavy_io/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p1_light_cpu_heavy_io/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p1_light_cpu_heavy_io/time_run1.log
elastic,4,p1_light_cpu_heavy_io,2,100,8000,100,16,8s,4,0,8.10,16.43ms,811.23us,16.67ms,242.06,14.31,424.00,16.53ms,16.55ms,16.56ms,16.58ms,7762,8.10s,958.33,157.23KB,,1,2325.42,13949,2127,35,2730251512,3586653501,611513559,1895970,27390779,722944,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p1_light_cpu_heavy_io/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p1_light_cpu_heavy_io/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p1_light_cpu_heavy_io/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p1_light_cpu_heavy_io/time_run2.log
elastic,4,p1_light_cpu_heavy_io,3,100,8000,100,16,8s,4,0,8.10,16.46ms,687.23us,16.78ms,241.80,11.25,380.00,16.54ms,16.55ms,16.57ms,16.60ms,7755,8.10s,957.42,157.08KB,,1,2326.46,14470,1771,33,2748405348,3596974175,618139279,1969522,29356112,306064,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p1_light_cpu_heavy_io/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p1_light_cpu_heavy_io/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p1_light_cpu_heavy_io/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p1_light_cpu_heavy_io/time_run3.log
elastic,4,p2_balanced,1,200,5000,200,32,10s,4,0,10.01,21.91ms,484.84us,22.19ms,363.56,21.52,404.00,21.95ms,21.99ms,22.01ms,22.06ms,14485,10.01s,1447.69,237.51KB,,1,7104.91,25599,3545,36,10239894853,14353803889,2446537654,3627063,50350377,821694,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p2_balanced/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p2_balanced/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p2_balanced/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p2_balanced/time_run1.log
elastic,4,p2_balanced,2,200,5000,200,32,10s,4,0,10.01,21.94ms,483.18us,22.28ms,363.17,23.21,404.00,21.98ms,22.00ms,22.02ms,22.07ms,14476,10.01s,1446.38,237.30KB,,1,7289.78,26498,3559,36,9577897401,13265097417,2254761402,3684251,56229845,745257,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p2_balanced/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p2_balanced/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p2_balanced/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p2_balanced/time_run2.log
elastic,4,p2_balanced,3,200,5000,200,32,10s,4,0,10.01,21.92ms,479.57us,22.38ms,363.53,23.52,404.00,21.95ms,22.00ms,22.02ms,22.11ms,14490,10.01s,1447.96,237.56KB,,1,7181.66,26915,3386,36,10555918155,14752660771,2512507554,3699951,54852222,953977,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p2_balanced/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p2_balanced/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p2_balanced/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p2_balanced/time_run3.log
elastic,4,p3_cpu_heavy,1,1200,200,1200,32,10s,4,0,10.01,10.63ms,158.26us,11.30ms,746.18,17.75,800.00,10.65ms,10.67ms,10.70ms,10.73ms,29711,10.01s,2968.75,489.96KB,,1,73324.89,54640,11084,188,179339150580,267773764806,45416047562,9346879,118868249,2888480,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p3_cpu_heavy/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p3_cpu_heavy/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p3_cpu_heavy/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p3_cpu_heavy/time_run1.log
elastic,4,p3_cpu_heavy,2,1200,200,1200,32,10s,4,0,10.00,10.60ms,187.87us,10.99ms,745.76,19.97,808.00,10.65ms,10.66ms,10.69ms,10.72ms,29689,10.00s,2967.76,489.80KB,,1,73236.46,54460,6568,236,178169988564,266157148458,45132477090,9326594,115343979,2656024,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p3_cpu_heavy/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p3_cpu_heavy/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p3_cpu_heavy/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p3_cpu_heavy/time_run2.log
elastic,4,p3_cpu_heavy,3,1200,200,1200,32,10s,4,0,10.01,10.59ms,194.85us,10.94ms,745.41,21.65,808.00,10.63ms,10.67ms,10.70ms,10.73ms,29691,10.01s,2965.41,489.41KB,,1,73364.71,55809,8094,197,178221220615,265669542114,45062041219,9589817,123305725,2724753,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p3_cpu_heavy/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p3_cpu_heavy/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p3_cpu_heavy/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p3_cpu_heavy/time_run3.log
elastic,4,p4_io_heavy_high_conc,1,100,10000,100,64,12s,4,0,12.02,82.23ms,3.79ms,83.01ms,194.21,23.65,260.00,82.53ms,82.54ms,82.62ms,82.85ms,9294,12.02s,772.99,128.33KB,,1,2848.90,16764,510,36,3171179004,4072100284,694130496,2287222,36800456,376961,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p4_io_heavy_high_conc/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p4_io_heavy_high_conc/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p4_io_heavy_high_conc/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p4_io_heavy_high_conc/time_run1.log
elastic,4,p4_io_heavy_high_conc,2,100,10000,100,64,12s,4,0,12.03,82.20ms,3.66ms,82.85ms,194.26,26.48,250.00,82.50ms,82.54ms,82.59ms,82.74ms,9295,12.02s,773.01,128.33KB,,1,2867.22,16629,1513,36,3152204409,4041151029,692328592,2328764,36375699,548766,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p4_io_heavy_high_conc/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p4_io_heavy_high_conc/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p4_io_heavy_high_conc/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p4_io_heavy_high_conc/time_run2.log
elastic,4,p4_io_heavy_high_conc,3,100,10000,100,64,12s,4,0,12.03,82.24ms,3.85ms,82.88ms,194.15,26.26,252.00,82.54ms,82.55ms,82.65ms,82.76ms,9289,12.03s,772.36,128.22KB,,1,2848.81,17129,2021,35,3140721068,4041318987,688831343,2345484,36635025,422485,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p4_io_heavy_high_conc/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p4_io_heavy_high_conc/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p4_io_heavy_high_conc/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p4_io_heavy_high_conc/time_run3.log
elastic,4,p5_stress_mix,1,600,3000,600,96,12s,4,0,12.02,51.74ms,1.86ms,52.41ms,463.54,15.06,484.00,51.88ms,51.96ms,52.12ms,52.25ms,22166,12.02s,1843.88,302.51KB,,1,29152.55,42650,9088,185,40070062793,57894847386,9857409081,6716665,100601501,2012157,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p5_stress_mix/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p5_stress_mix/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p5_stress_mix/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p5_stress_mix/time_run1.log
elastic,4,p5_stress_mix,2,600,3000,600,96,12s,4,0,12.02,51.60ms,2.03ms,52.05ms,464.89,15.77,620.00,51.76ms,51.87ms,51.88ms,51.92ms,22217,12.02s,1848.78,303.32KB,,1,28839.80,41447,9590,172,42936980316,62970118283,10711155509,6158365,83702413,1894524,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p5_stress_mix/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p5_stress_mix/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p5_stress_mix/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p5_stress_mix/time_run2.log
elastic,4,p5_stress_mix,3,600,3000,600,96,12s,4,0,12.03,51.63ms,1.85ms,52.26ms,464.77,12.13,484.00,51.75ms,51.88ms,51.91ms,52.02ms,22218,12.03s,1847.35,303.08KB,,1,28812.22,42826,5720,175,44564892915,65133681025,11049843561,6363413,97967670,1095145,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p5_stress_mix/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p5_stress_mix/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p5_stress_mix/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p5_stress_mix/time_run3.log
elastic,4,p6_ultra_io_bound,1,50,20000,50,64,12s,4,0,12.05,160.75ms,9.84ms,161.94ms,99.11,38.66,161.00,161.75ms,161.78ms,161.87ms,161.91ms,4746,12.05s,393.87,64.62KB,,1,970.38,8786,12,36,1012814668,1199361154,205609498,1179487,18214012,32397,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p6_ultra_io_bound/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p6_ultra_io_bound/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p6_ultra_io_bound/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p6_ultra_io_bound/time_run1.log
elastic,4,p6_ultra_io_bound,2,50,20000,50,64,12s,4,0,12.02,160.67ms,9.90ms,161.96ms,99.61,40.39,161.00,161.69ms,161.78ms,161.86ms,161.90ms,4742,12.02s,394.65,64.75KB,,1,972.97,8405,1125,34,1005858573,1182098848,203330876,1178196,18398519,188551,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p6_ultra_io_bound/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p6_ultra_io_bound/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p6_ultra_io_bound/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p6_ultra_io_bound/time_run2.log
elastic,4,p6_ultra_io_bound,3,50,20000,50,64,12s,4,0,12.02,160.72ms,10.14ms,162.10ms,99.04,31.41,161.00,161.76ms,161.81ms,161.92ms,162.00ms,4743,12.02s,394.62,64.74KB,,1,997.15,8714,1052,35,1014823933,1168416256,201442339,1224273,19661193,383320,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p6_ultra_io_bound/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p6_ultra_io_bound/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p6_ultra_io_bound/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t4_p6_ultra_io_bound/time_run3.log
advws,4,p1_light_cpu_heavy_io,1,100,8000,100,16,8s,4,0,8.10,16.46ms,3.63ms,29.56ms,241.54,16.18,440.00,16.50ms,16.86ms,21.07ms,27.77ms,7720,8.10s,953.09,156.37KB,,1,2363.48,13644,1930,37,2843942767,3637678792,621683804,1941935,31987397,693123,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/advws_t4_p1_light_cpu_heavy_io/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/advws_t4_p1_light_cpu_heavy_io/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/advws_t4_p1_light_cpu_heavy_io/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/advws_t4_p1_light_cpu_heavy_io/time_run1.log
advws,4,p1_light_cpu_heavy_io,2,100,8000,100,16,8s,4,0,8.10,16.47ms,795.73us,17.24ms,241.58,9.37,340.00,16.54ms,16.90ms,17.05ms,17.22ms,7749,8.10s,956.67,156.95KB,,1,2319.48,13987,1897,41,2673129193,3526574202,611281553,1895765,27551633,550947,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/advws_t4_p1_light_cpu_heavy_io/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/advws_t4_p1_light_cpu_heavy_io/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/advws_t4_p1_light_cpu_heavy_io/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/advws_t4_p1_light_cpu_heavy_io/time_run2.log
advws,4,p1_light_cpu_heavy_io,3,100,8000,100,16,8s,4,0,8.01,16.52ms,3.51ms,29.25ms,240.82,10.03,272.00,16.52ms,17.85ms,21.64ms,27.09ms,7678,8.01s,958.77,157.30KB,,1,2366.70,14349,1953,37,2919422803,3628236094,617453917,2067803,34516025,849255,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/advws_t4_p1_light_cpu_heavy_io/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/advws_t4_p1_light_cpu_heavy_io/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/advws_t4_p1_light_cpu_heavy_io/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/advws_t4_p1_light_cpu_heavy_io/time_run3.log
advws,4,p2_balanced,1,200,5000,200,32,10s,4,0,10.01,21.93ms,6.76ms,38.99ms,363.23,29.81,464.00,21.94ms,25.35ms,31.78ms,38.20ms,14476,10.01s,1446.45,237.31KB,,1,7177.63,26685,5143,38,10763968026,14766565556,2508006601,3752075,58569561,1560905,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/advws_t4_p2_balanced/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/advws_t4_p2_balanced/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/advws_t4_p2_balanced/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/advws_t4_p2_balanced/time_run1.log
advws,4,p2_balanced,2,200,5000,200,32,10s,4,0,10.01,21.92ms,6.04ms,36.97ms,363.52,19.23,434.00,21.92ms,27.47ms,29.76ms,35.13ms,14484,10.01s,1447.57,237.49KB,,1,7200.26,25600,3996,37,10903537985,15017178864,2554624781,3876736,57665294,1523058,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/advws_t4_p2_balanced/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/advws_t4_p2_balanced/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/advws_t4_p2_balanced/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/advws_t4_p2_balanced/time_run2.log
advws,4,p2_balanced,3,200,5000,200,32,10s,4,0,10.01,21.92ms,5.81ms,40.72ms,363.39,19.99,450.00,21.83ms,22.67ms,30.43ms,38.61ms,14482,10.01s,1447.34,237.45KB,,1,7092.13,24579,3678,37,10250484666,14249594280,2419883711,3616801,52248130,1573862,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/advws_t4_p2_balanced/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/advws_t4_p2_balanced/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/advws_t4_p2_balanced/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/advws_t4_p2_balanced/time_run3.log
advws,4,p3_cpu_heavy,1,1200,200,1200,32,10s,4,0,10.01,10.64ms,1.95ms,16.17ms,746.24,33.11,0.86k,10.61ms,11.60ms,13.22ms,15.73ms,29713,10.01s,2969.52,490.09KB,,1,73448.10,55068,10090,215,179468645377,267967414013,45452125016,9272977,117680128,4345772,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/advws_t4_p3_cpu_heavy/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/advws_t4_p3_cpu_heavy/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/advws_t4_p3_cpu_heavy/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/advws_t4_p3_cpu_heavy/time_run1.log
advws,4,p3_cpu_heavy,2,1200,200,1200,32,10s,4,0,10.00,10.68ms,1.36ms,14.01ms,746.41,17.35,808.00,10.67ms,10.71ms,13.23ms,13.41ms,29718,10.00s,2970.39,490.23KB,,1,73327.46,54997,13464,222,179499707175,268243618219,45466788373,9295245,114243454,3397530,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/advws_t4_p3_cpu_heavy/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/advws_t4_p3_cpu_heavy/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/advws_t4_p3_cpu_heavy/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/advws_t4_p3_cpu_heavy/time_run2.log
