mode,threads,preset,run,cpu1_mm,io_us,cpu2_mm,mm_n,mm_bs,connections,duration,wrk_threads,exit_code,runtime_s,lat_avg,lat_stdev,lat_max,req_sec_avg,req_sec_stdev,req_sec_max,p50,p75,p90,p99,requests,total_read,requests_sec,transfer_sec,socket_errors,perf_available,perf_task_clock,perf_context_switches,perf_cpu_migrations,perf_page_faults,perf_cycles,perf_instructions,perf_branches,perf_branch_misses,perf_cache_references,perf_cache_misses,server_log,wrk_log,perf_log,time_log
elastic,4,p2_balanced,3,2,5000,2,256,32,32,10s,4,0,10.01,206.43ms,13.67ms,221.91ms,38.42,22.16,70.00,207.81ms,208.36ms,208.98ms,210.46ms,1535,10.01s,153.30,28.00KB,,1,73724.81,3252,1406,3130,243101588724,876401013646,112132369163,3209309269,27515536502,909979041,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t4_p2_balanced/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t4_p2_balanced/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t4_p2_balanced/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t4_p2_balanced/time_run3.log
elastic,4,p3_cpu_heavy,1,3,200,3,256,32,32,10s,4,0,10.01,279.33ms,21.55ms,288.88ms,30.15,16.33,80.00,281.80ms,282.79ms,283.87ms,285.75ms,1130,10.01s,112.85,20.50KB,,1,81829.41,2477,1109,3130,270244619990,974798897922,124719144255,3567393046,30546519833,1034612414,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t4_p3_cpu_heavy/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t4_p3_cpu_heavy/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t4_p3_cpu_heavy/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t4_p3_cpu_heavy/time_run1.log
elastic,4,p3_cpu_heavy,2,3,200,3,256,32,32,10s,4,0,10.02,279.70ms,21.67ms,292.74ms,30.39,14.86,70.00,282.44ms,282.94ms,283.63ms,285.75ms,1128,10.01s,112.64,20.46KB,,1,81796.05,2453,1084,3130,269704703130,973039515173,124486923698,3560864664,30504849639,1024347084,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t4_p3_cpu_heavy/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t4_p3_cpu_heavy/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t4_p3_cpu_heavy/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t4_p3_cpu_heavy/time_run2.log
elastic,4,p3_cpu_heavy,3,3,200,3,256,32,32,10s,4,0,10.02,279.78ms,21.59ms,287.95ms,29.99,16.54,70.00,282.40ms,283.01ms,284.48ms,285.56ms,1128,10.02s,112.56,20.45KB,,1,81812.61,2486,1068,3129,269689316643,973193828889,124490623865,3560991828,30551509333,1033214230,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t4_p3_cpu_heavy/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t4_p3_cpu_heavy/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t4_p3_cpu_heavy/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t4_p3_cpu_heavy/time_run3.log
elastic,4,p4_io_heavy_high_conc,1,1,10000,1,256,32,64,12s,4,0,12.03,268.01ms,21.00ms,278.86ms,61.41,34.72,151.00,270.49ms,271.45ms,273.58ms,277.83ms,2833,12.03s,235.46,43.23KB,,1,69139.39,5896,2693,3131,228173302872,810280074247,103665550979,2970741669,24104667532,888584270,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t4_p4_io_heavy_high_conc/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t4_p4_io_heavy_high_conc/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t4_p4_io_heavy_high_conc/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t4_p4_io_heavy_high_conc/time_run1.log
elastic,4,p4_io_heavy_high_conc,2,1,10000,1,256,32,64,12s,4,0,12.03,269.88ms,20.59ms,307.51ms,58.67,15.41,90.00,271.73ms,273.71ms,275.76ms,278.53ms,2814,12.03s,233.98,42.96KB,,1,69385.18,5806,2737,3132,228603988952,804943278370,103012319273,2950749950,23644122799,852765430,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t4_p4_io_heavy_high_conc/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t4_p4_io_heavy_high_conc/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t4_p4_io_heavy_high_conc/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t4_p4_io_heavy_high_conc/time_run2.log
elastic,4,p4_io_heavy_high_conc,3,1,10000,1,256,32,64,12s,4,0,12.02,269.59ms,21.25ms,281.89ms,59.63,25.70,131.00,271.80ms,273.79ms,276.03ms,278.47ms,2817,12.02s,234.43,43.04KB,,1,69306.26,5860,2698,3132,228229665644,805661564340,103114297162,2953845465,23667277485,861538467,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t4_p4_io_heavy_high_conc/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t4_p4_io_heavy_high_conc/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t4_p4_io_heavy_high_conc/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t4_p4_io_heavy_high_conc/time_run3.log
elastic,4,p5_stress_mix,1,2,3000,2,256,32,96,12s,4,0,12.03,596.01ms,74.35ms,628.11ms,46.56,29.70,150.00,609.93ms,611.41ms,615.95ms,624.31ms,1887,12.03s,156.91,28.65KB,,1,94952.29,4054,1827,3132,313287832276,1108576882570,141826015549,4059187993,32070486400,1171747351,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t4_p5_stress_mix/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t4_p5_stress_mix/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t4_p5_stress_mix/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t4_p5_stress_mix/time_run1.log
elastic,4,p5_stress_mix,2,2,3000,2,256,32,96,12s,4,0,12.03,586.53ms,70.30ms,612.64ms,47.15,21.09,101.00,599.23ms,601.29ms,603.48ms,606.74ms,1916,12.02s,159.36,29.10KB,,1,94647.46,4097,1847,3130,312461644904,1125380882527,143970049297,4120035493,35195838315,1203434953,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t4_p5_stress_mix/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t4_p5_stress_mix/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t4_p5_stress_mix/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t4_p5_stress_mix/time_run2.log
elastic,4,p5_stress_mix,3,2,3000,2,256,32,96,12s,4,0,12.02,586.28ms,71.65ms,613.13ms,43.31,19.19,101.00,599.34ms,600.99ms,604.23ms,607.93ms,1917,12.02s,159.48,29.12KB,,1,94713.15,4097,1845,3130,312469896740,1125867588967,144034339354,4122442556,35430882919,1201125527,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t4_p5_stress_mix/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t4_p5_stress_mix/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t4_p5_stress_mix/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t4_p5_stress_mix/time_run3.log
elastic,4,p6_ultra_io_bound,1,1,20000,1,256,32,64,12s,4,0,12.03,345.37ms,31.11ms,353.26ms,47.46,22.89,101.00,349.91ms,350.32ms,350.75ms,352.20ms,2192,12.03s,182.16,33.44KB,,1,53608.36,4467,1828,3131,175544533644,631122774956,80750759030,2313177042,19945407945,684554321,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t4_p6_ultra_io_bound/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t4_p6_ultra_io_bound/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t4_p6_ultra_io_bound/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t4_p6_ultra_io_bound/time_run1.log
elastic,4,p6_ultra_io_bound,2,1,20000,1,256,32,64,12s,4,0,12.03,345.71ms,30.54ms,354.13ms,50.69,33.24,141.00,349.97ms,350.72ms,351.40ms,352.84ms,2191,12.03s,182.16,33.44KB,,1,53648.87,4519,1885,3132,175743472196,631051268960,80697708404,2311716563,19645874123,671079929,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t4_p6_ultra_io_bound/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t4_p6_ultra_io_bound/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t4_p6_ultra_io_bound/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t4_p6_ultra_io_bound/time_run2.log
elastic,4,p6_ultra_io_bound,3,1,20000,1,256,32,64,12s,4,0,12.03,348.28ms,31.24ms,360.28ms,48.02,25.65,130.00,352.27ms,353.64ms,356.42ms,359.33ms,2176,12.03s,180.93,33.22KB,,1,54037.64,4556,2049,3132,177457423915,626534382996,80176892734,2296850722,18341784055,670955443,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t4_p6_ultra_io_bound/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t4_p6_ultra_io_bound/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t4_p6_ultra_io_bound/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t4_p6_ultra_io_bound/time_run3.log
advws,4,p1_light_cpu_heavy_io,1,1,8000,1,256,32,16,8s,4,0,8.01,63.93ms,23.59ms,142.27ms,62.17,12.04,90.00,60.04ms,68.41ms,105.33ms,131.50ms,1990,8.01s,248.45,45.37KB,,1,48331.75,4160,1910,3133,159612412261,561155399783,71809816507,2056861228,16447928381,598667335,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p1_light_cpu_heavy_io/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p1_light_cpu_heavy_io/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p1_light_cpu_heavy_io/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p1_light_cpu_heavy_io/time_run1.log
advws,4,p1_light_cpu_heavy_io,2,1,8000,1,256,32,16,8s,4,0,8.01,64.12ms,20.07ms,136.68ms,62.03,11.47,90.00,63.37ms,69.06ms,90.93ms,131.69ms,1985,8.01s,247.78,45.25KB,,1,48008.41,4088,1871,3133,158223930416,559703141247,71625892606,2052320360,16627466251,600112178,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p1_light_cpu_heavy_io/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p1_light_cpu_heavy_io/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p1_light_cpu_heavy_io/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p1_light_cpu_heavy_io/time_run2.log
advws,4,p1_light_cpu_heavy_io,3,1,8000,1,256,32,16,8s,4,0,8.01,64.05ms,22.47ms,148.48ms,62.65,10.81,90.00,61.43ms,66.86ms,87.28ms,143.52ms,2005,8.01s,250.37,45.72KB,,1,48240.76,4239,1922,3133,158959017557,565273401127,72341289077,2072032587,16823003978,615483022,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p1_light_cpu_heavy_io/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p1_light_cpu_heavy_io/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p1_light_cpu_heavy_io/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p1_light_cpu_heavy_io/time_run3.log
advws,4,p2_balanced,1,2,5000,2,256,32,32,10s,4,0,10.02,206.30ms,37.84ms,325.70ms,38.43,13.36,70.00,207.46ms,224.35ms,260.89ms,314.22ms,1534,10.02s,153.17,27.97KB,,1,73677.22,3312,1476,3133,243188692896,876116555339,112047475071,3207171624,27536305433,926575246,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p2_balanced/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p2_balanced/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p2_balanced/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p2_balanced/time_run1.log
advws,4,p2_balanced,2,2,5000,2,256,32,32,10s,4,0,10.01,206.84ms,33.63ms,269.65ms,38.35,16.03,70.00,209.79ms,232.92ms,246.00ms,264.49ms,1530,10.01s,152.86,27.92KB,,1,73692.81,3302,1502,3133,242649536160,873797681615,111783865659,3198867838,27337469082,927986086,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p2_balanced/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p2_balanced/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p2_balanced/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p2_balanced/time_run2.log
advws,4,p2_balanced,3,2,5000,2,256,32,32,10s,4,0,10.02,206.11ms,31.50ms,264.73ms,38.51,14.50,70.00,207.70ms,217.69ms,259.04ms,262.03ms,1537,10.02s,153.44,28.02KB,,1,73700.10,3296,1466,3133,243392841139,877619841749,112270222994,3213044917,27731768921,941385658,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p2_balanced/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p2_balanced/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p2_balanced/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p2_balanced/time_run3.log
advws,4,p3_cpu_heavy,1,3,200,3,256,32,32,10s,4,0,10.02,278.93ms,45.03ms,366.71ms,28.50,13.19,70.00,281.41ms,296.84ms,343.88ms,358.91ms,1131,10.02s,112.92,20.51KB,,1,81827.62,2535,1092,3133,270121943160,975719832102,124818819028,3570120677,30894195708,1030103629,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p3_cpu_heavy/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p3_cpu_heavy/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p3_cpu_heavy/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p3_cpu_heavy/time_run1.log
advws,4,p3_cpu_heavy,2,3,200,3,256,32,32,10s,4,0,10.02,279.66ms,40.52ms,356.12ms,28.43,12.69,70.00,282.96ms,293.01ms,345.31ms,351.70ms,1128,10.02s,112.60,20.45KB,,1,81795.91,2490,1050,3133,269610759387,973116881866,124486810590,3560836075,30700588700,1003377665,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p3_cpu_heavy/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p3_cpu_heavy/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p3_cpu_heavy/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p3_cpu_heavy/time_run2.log
advws,4,p3_cpu_heavy,3,3,200,3,256,32,32,10s,4,0,10.01,278.97ms,39.20ms,355.64ms,28.56,12.77,70.00,284.42ms,297.24ms,331.09ms,346.24ms,1130,10.01s,112.85,20.50KB,,1,81752.54,2520,1098,3133,269835009529,974729590659,124722705898,3567151064,30623143337,1007511012,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p3_cpu_heavy/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p3_cpu_heavy/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p3_cpu_heavy/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p3_cpu_heavy/time_run3.log
advws,4,p4_io_heavy_high_conc,1,1,10000,1,256,32,64,12s,4,0,12.03,266.38ms,25.08ms,318.26ms,59.45,22.89,121.00,269.94ms,274.68ms,281.03ms,312.25ms,2851,12.03s,237.00,43.51KB,,1,68978.61,5929,2667,3134,227079840394,815334789326,104316810965,2988830438,25623177948,868325611,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p4_io_heavy_high_conc/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p4_io_heavy_high_conc/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p4_io_heavy_high_conc/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p4_io_heavy_high_conc/time_run1.log
advws,4,p4_io_heavy_high_conc,2,1,10000,1,256,32,64,12s,4,0,12.03,269.17ms,76.31ms,535.79ms,58.69,18.96,111.00,264.08ms,296.50ms,355.33ms,517.85ms,2813,12.03s,233.88,42.94KB,,1,69327.78,5937,2729,3133,228385309267,804867305724,102948628854,2950314475,23911764565,862885158,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p4_io_heavy_high_conc/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p4_io_heavy_high_conc/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p4_io_heavy_high_conc/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p4_io_heavy_high_conc/time_run2.log
advws,4,p4_io_heavy_high_conc,3,1,10000,1,256,32,64,12s,4,0,12.03,270.02ms,57.69ms,416.74ms,58.75,20.57,140.00,263.14ms,294.86ms,360.22ms,408.83ms,2810,12.03s,233.64,42.90KB,,1,69460.81,5922,2713,3133,228758084077,803920207872,102859190026,2947661016,23517406252,844203091,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p4_io_heavy_high_conc/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p4_io_heavy_high_conc/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p4_io_heavy_high_conc/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p4_io_heavy_high_conc/time_run3.log
advws,4,p5_stress_mix,1,2,3000,2,256,32,96,12s,4,0,12.03,599.34ms,124.54ms,907.12ms,39.66,17.66,90.00,593.14ms,689.96ms,755.71ms,882.27ms,1871,12.03s,155.54,28.40KB,,1,94971.28,4027,1813,3133,313633561781,1100283047523,140760277463,4028984622,31960864768,1174386919,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p5_stress_mix/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p5_stress_mix/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p5_stress_mix/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p5_stress_mix/time_run1.log
advws,4,p5_stress_mix,2,2,3000,2,256,32,96,12s,4,0,12.03,585.01ms,76.05ms,680.84ms,42.45,22.44,121.00,598.73ms,614.93ms,626.16ms,656.86ms,1922,12.03s,159.74,29.17KB,,1,94773.98,4145,1800,3133,312893568523,1128720224532,144408521782,4132399362,35397399818,1206477656,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p5_stress_mix/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p5_stress_mix/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p5_stress_mix/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p5_stress_mix/time_run2.log
advws,4,p5_stress_mix,3,2,3000,2,256,32,96,12s,4,0,12.03,599.80ms,117.29ms,870.75ms,39.91,17.03,108.00,597.44ms,664.54ms,751.80ms,853.35ms,1870,12.02s,155.55,28.41KB,,1,94940.40,4077,1827,3133,312834797578,1098986207202,140622069347,4024681251,32246123159,1179896059,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p5_stress_mix/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p5_stress_mix/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p5_stress_mix/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p5_stress_mix/time_run3.log
advws,4,p6_ultra_io_bound,1,1,20000,1,256,32,64,12s,4,0,12.03,348.93ms,66.48ms,472.61ms,45.19,15.96,101.00,358.30ms,397.56ms,425.13ms,464.46ms,2166,12.03s,180.10,33.07KB,,1,54143.15,4642,2100,3133,178236587736,623673333794,79819244292,2287149076,18227499620,645663243,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p6_ultra_io_bound/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p6_ultra_io_bound/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p6_ultra_io_bound/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p6_ultra_io_bound/time_run1.log
advws,4,p6_ultra_io_bound,2,1,20000,1,256,32,64,12s,4,0,12.03,346.71ms,46.61ms,461.91ms,47.03,24.66,130.00,350.98ms,355.49ms,404.33ms,460.93ms,2183,12.02s,181.57,33.34KB,,1,53838.15,4585,2018,3133,176764668045,628616376525,80402866319,2304280523,18593393129,667137803,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p6_ultra_io_bound/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p6_ultra_io_bound/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p6_ultra_io_bound/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p6_ultra_io_bound/time_run2.log
advws,4,p6_ultra_io_bound,3,1,20000,1,256,32,64,12s,4,0,12.02,348.06ms,56.24ms,535.63ms,45.50,19.38,110.00,345.86ms,356.84ms,403.56ms,521.75ms,2172,12.02s,180.71,33.18KB,,1,53971.53,4668,2110,3133,177281214204,625628851516,80029738953,2293073556,18377723355,680127658,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p6_ultra_io_bound/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p6_ultra_io_bound/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p6_ultra_io_bound/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t4_p6_ultra_io_bound/time_run3.log
classic,8,p1_light_cpu_heavy_io,1,1,8000,1,256,32,16,8s,4,0,8.00,63.85ms,2.02ms,67.40ms,62.28,11.34,80.00,63.73ms,64.57ms,65.28ms,65.71ms,1993,8.01s,248.94,45.46KB,,1,48321.49,4151,1909,3119,159563397043,561964972458,71898716712,2059968610,16475582801,603498651,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t8_p1_light_cpu_heavy_io/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t8_p1_light_cpu_heavy_io/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t8_p1_light_cpu_heavy_io/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t8_p1_light_cpu_heavy_io/time_run1.log
