mode,threads,preset,run,cpu1_mm,io_us,cpu2_mm,mm_n,mm_bs,connections,duration,wrk_threads,exit_code,runtime_s,lat_avg,lat_stdev,lat_max,req_sec_avg,req_sec_stdev,req_sec_max,p50,p75,p90,p99,requests,total_read,requests_sec,transfer_sec,socket_errors,perf_available,perf_task_clock,perf_context_switches,perf_cpu_migrations,perf_page_faults,perf_cycles,perf_instructions,perf_branches,perf_branch_misses,perf_cache_references,perf_cache_misses,server_log,wrk_log,perf_log,time_log
advws,1,p1_light_cpu_heavy_io,1,1,8000,1,256,32,16,8s,4,0,8.01,250.00ms,23.10ms,262.17ms,16.60,6.16,40.00,252.90ms,253.97ms,254.88ms,261.52ms,504,8.01s,62.91,11.49KB,,1,12325.89,1089,498,784,40533863510,145498803096,18604547729,533116288,4374201847,140453733,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p1_light_cpu_heavy_io/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p1_light_cpu_heavy_io/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p1_light_cpu_heavy_io/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p1_light_cpu_heavy_io/time_run1.log
advws,1,p1_light_cpu_heavy_io,2,1,8000,1,256,32,16,8s,4,0,8.01,255.72ms,45.12ms,330.47ms,15.94,7.05,40.00,261.75ms,293.66ms,302.25ms,330.29ms,491,8.01s,61.33,11.20KB,,1,12416.95,1061,494,784,40688662839,141887325922,18150687781,519823797,3768854051,133950169,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p1_light_cpu_heavy_io/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p1_light_cpu_heavy_io/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p1_light_cpu_heavy_io/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p1_light_cpu_heavy_io/time_run2.log
advws,1,p1_light_cpu_heavy_io,3,1,8000,1,256,32,16,8s,4,0,8.01,252.26ms,24.05ms,265.68ms,16.25,6.61,40.00,255.75ms,260.36ms,264.10ms,265.41ms,500,8.01s,62.42,11.40KB,,1,12382.02,1083,491,784,40597863502,144248736075,18457839392,529349067,4154024116,150005002,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p1_light_cpu_heavy_io/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p1_light_cpu_heavy_io/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p1_light_cpu_heavy_io/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p1_light_cpu_heavy_io/time_run3.log
advws,1,p2_balanced,1,2,5000,2,256,32,32,10s,4,0,10.02,818.76ms,151.85ms,966.76ms,12.90,8.75,40.00,844.31ms,926.93ms,954.74ms,965.72ms,375,10.01s,37.45,6.84KB,,1,19614.51,846,375,784,64708281031,227628360556,29136294972,833567388,6425204834,213702087,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p2_balanced/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p2_balanced/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p2_balanced/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p2_balanced/time_run1.log
advws,1,p2_balanced,2,2,5000,2,256,32,32,10s,4,0,10.01,799.92ms,127.95ms,838.01ms,14.11,9.84,40.00,830.92ms,834.85ms,836.59ms,837.91ms,383,10.01s,38.26,6.99KB,,1,19529.26,865,369,784,64443181755,232167380205,29699627612,850054380,7186990650,233068288,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p2_balanced/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p2_balanced/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p2_balanced/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p2_balanced/time_run2.log
advws,1,p2_balanced,3,2,5000,2,256,32,32,10s,4,0,10.02,815.54ms,131.89ms,870.68ms,14.61,8.20,30.00,847.30ms,849.54ms,851.35ms,870.22ms,376,10.01s,37.55,6.86KB,,1,19617.53,836,383,784,64333801920,228237577793,29198787134,835845748,6395436617,217391760,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p2_balanced/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p2_balanced/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p2_balanced/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p2_balanced/time_run3.log
advws,1,p3_cpu_heavy,1,3,200,3,256,32,32,10s,4,0,10.02,1.08s,204.69ms,1.16s,11.82,8.48,40.00,1.15s,1.15s,1.15s,1.16s,278,10.01s,27.76,5.04KB,,1,22122.35,647,285,784,73116362556,260060796921,33271577661,951761455,7644380326,242391512,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p3_cpu_heavy/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p3_cpu_heavy/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p3_cpu_heavy/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p3_cpu_heavy/time_run1.log
advws,1,p3_cpu_heavy,2,3,200,3,256,32,32,10s,4,0,10.02,1.10s,213.80ms,1.26s,11.27,6.85,30.00,1.15s,1.17s,1.23s,1.26s,275,10.01s,27.47,4.99KB,,1,22251.11,632,280,784,73554376843,257553409801,32946629613,942692247,6942440222,239880484,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p3_cpu_heavy/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p3_cpu_heavy/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p3_cpu_heavy/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p3_cpu_heavy/time_run2.log
advws,1,p3_cpu_heavy,3,3,200,3,256,32,32,10s,4,0,10.02,1.09s,204.58ms,1.17s,11.05,6.64,30.00,1.15s,1.17s,1.17s,1.17s,278,10.01s,27.77,5.04KB,,1,22147.74,641,278,784,73315487251,260069825449,33267990195,951842299,7339055306,251140295,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p3_cpu_heavy/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p3_cpu_heavy/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p3_cpu_heavy/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p3_cpu_heavy/time_run3.log
advws,1,p4_io_heavy_high_conc,1,1,10000,1,256,32,64,12s,4,0,12.03,1.03s,176.39ms,1.09s,19.60,10.42,60.00,1.08s,1.08s,1.08s,1.09s,710,12.03s,59.02,10.84KB,,1,18400.56,1554,677,784,60126094078,216517321552,27702288334,793699800,6859323552,212149966,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p4_io_heavy_high_conc/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p4_io_heavy_high_conc/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p4_io_heavy_high_conc/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p4_io_heavy_high_conc/time_run1.log
advws,1,p4_io_heavy_high_conc,2,1,10000,1,256,32,64,12s,4,0,12.02,1.03s,177.09ms,1.09s,19.39,11.11,60.00,1.08s,1.08s,1.08s,1.09s,710,12.02s,59.07,10.85KB,,1,18395.22,1521,669,784,60321636357,216418422696,27705444803,793797822,6583275100,209018027,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p4_io_heavy_high_conc/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p4_io_heavy_high_conc/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p4_io_heavy_high_conc/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p4_io_heavy_high_conc/time_run2.log
advws,1,p4_io_heavy_high_conc,3,1,10000,1,256,32,64,12s,4,0,12.04,1.04s,177.03ms,1.09s,22.46,14.30,60.00,1.08s,1.08s,1.09s,1.09s,708,12.03s,58.84,10.80KB,,1,18396.62,1523,573,784,60128042901,215955462222,27617450585,791459395,6983274413,214769285,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p4_io_heavy_high_conc/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p4_io_heavy_high_conc/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p4_io_heavy_high_conc/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p4_io_heavy_high_conc/time_run3.log
advws,1,p5_stress_mix,1,2,3000,2,256,32,96,12s,4,0,12.04,2.17s,563.30ms,2.41s,14.99,7.68,40.00,2.40s,2.41s,2.41s,2.41s,478,12.03s,39.74,7.26KB,,1,25936.24,1072,463,783,85467410759,308226538523,39427689237,1128181574,9389298241,295812059,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p5_stress_mix/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p5_stress_mix/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p5_stress_mix/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p5_stress_mix/time_run1.log
advws,1,p5_stress_mix,2,2,3000,2,256,32,96,12s,4,0,12.04,2.22s,600.89ms,2.63s,12.66,6.81,40.00,2.41s,2.57s,2.59s,2.63s,466,12.03s,38.74,7.08KB,,1,25995.61,1052,467,783,85461477572,300908943423,38499421154,1102091893,8254671480,284893475,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p5_stress_mix/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p5_stress_mix/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p5_stress_mix/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p5_stress_mix/time_run2.log
advws,1,p5_stress_mix,3,2,3000,2,256,32,96,12s,4,0,12.04,2.20s,580.15ms,2.46s,13.33,7.09,40.00,2.43s,2.45s,2.46s,2.46s,472,12.02s,39.25,7.17KB,,1,25975.94,1070,477,783,85546268886,303929051539,38873454403,1112594110,8714441730,292820835,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p5_stress_mix/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p5_stress_mix/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p5_stress_mix/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p5_stress_mix/time_run3.log
advws,1,p6_ultra_io_bound,1,1,20000,1,256,32,64,12s,4,0,12.03,1.32s,257.55ms,1.41s,20.00,13.47,60.00,1.40s,1.40s,1.40s,1.41s,548,12.03s,45.57,8.37KB,,1,14548.12,1216,464,784,47626955248,171210141132,21890415629,627631787,5514196298,163511954,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p6_ultra_io_bound/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p6_ultra_io_bound/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p6_ultra_io_bound/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p6_ultra_io_bound/time_run1.log
advws,1,p6_ultra_io_bound,2,1,20000,1,256,32,64,12s,4,0,12.04,1.32s,259.04ms,1.40s,15.49,8.68,50.00,1.40s,1.40s,1.40s,1.40s,548,12.03s,45.56,8.36KB,,1,14549.83,1209,523,784,47695501451,171144965074,21891095393,627245970,5530315343,169476419,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p6_ultra_io_bound/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p6_ultra_io_bound/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p6_ultra_io_bound/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p6_ultra_io_bound/time_run2.log
advws,1,p6_ultra_io_bound,3,1,20000,1,256,32,64,12s,4,0,12.03,1.34s,264.61ms,1.48s,13.43,7.31,40.00,1.41s,1.45s,1.47s,1.48s,541,12.03s,44.99,8.26KB,,1,14699.53,1198,539,784,48026461141,169276199845,21684581728,620545012,4919389713,163634884,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p6_ultra_io_bound/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p6_ultra_io_bound/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p6_ultra_io_bound/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/advws_t1_p6_ultra_io_bound/time_run3.log
classic,2,p1_light_cpu_heavy_io,1,1,8000,1,256,32,16,8s,4,0,8.01,250.83ms,23.22ms,260.86ms,16.67,7.76,40.00,254.05ms,254.94ms,255.80ms,259.90ms,502,8.01s,62.70,11.45KB,,1,12328.97,1053,480,783,40432963757,144941291514,18526129892,531122512,4427568075,138776869,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p1_light_cpu_heavy_io/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p1_light_cpu_heavy_io/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p1_light_cpu_heavy_io/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p1_light_cpu_heavy_io/time_run1.log
classic,2,p1_light_cpu_heavy_io,2,1,8000,1,256,32,16,8s,4,0,8.01,252.27ms,23.60ms,260.05ms,16.54,6.53,40.00,256.00ms,256.95ms,257.75ms,259.41ms,500,8.01s,62.41,11.40KB,,1,12356.32,1048,500,781,40504045709,144056323586,18432413951,528027699,4185495542,139077589,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p1_light_cpu_heavy_io/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p1_light_cpu_heavy_io/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p1_light_cpu_heavy_io/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p1_light_cpu_heavy_io/time_run2.log
classic,2,p1_light_cpu_heavy_io,3,1,8000,1,256,32,16,8s,4,0,8.01,250.84ms,23.26ms,256.88ms,16.55,6.75,40.00,254.25ms,255.04ms,255.54ms,256.45ms,502,8.01s,62.68,11.45KB,,1,12331.60,1042,452,782,40235579061,144821506347,18527307064,531454237,4429425729,140293660,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p1_light_cpu_heavy_io/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p1_light_cpu_heavy_io/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p1_light_cpu_heavy_io/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p1_light_cpu_heavy_io/time_run3.log
classic,2,p2_balanced,1,2,5000,2,256,32,32,10s,4,0,10.01,829.13ms,137.00ms,894.26ms,14.48,8.96,40.00,862.32ms,875.55ms,879.70ms,891.34ms,370,10.01s,36.96,6.75KB,,1,19675.41,805,369,784,64472637363,224847922126,28767961999,823283926,6064301618,205588620,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p2_balanced/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p2_balanced/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p2_balanced/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p2_balanced/time_run1.log
classic,2,p2_balanced,2,2,5000,2,256,32,32,10s,4,0,10.02,816.72ms,133.32ms,859.32ms,18.85,12.95,40.00,851.69ms,854.01ms,856.81ms,859.10ms,376,10.01s,37.55,6.86KB,,1,19646.14,837,370,784,64118670032,228184807867,29191793076,835729182,6464021764,217854834,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p2_balanced/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p2_balanced/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p2_balanced/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p2_balanced/time_run2.log
classic,2,p2_balanced,3,2,5000,2,256,32,32,10s,4,0,10.02,798.94ms,127.44ms,836.87ms,14.23,10.00,40.00,830.81ms,832.35ms,834.49ms,836.50ms,384,10.01s,38.35,7.00KB,,1,19549.90,840,386,782,64454236785,232674760039,29768994912,851861403,7103903065,231407247,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p2_balanced/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p2_balanced/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p2_balanced/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p2_balanced/time_run3.log
classic,2,p3_cpu_heavy,1,3,200,3,256,32,32,10s,4,0,10.02,1.07s,200.78ms,1.14s,11.91,7.68,40.00,1.13s,1.13s,1.13s,1.14s,282,10.01s,28.17,5.12KB,,1,22137.45,627,287,781,73045161041,263417705073,33700906359,964034809,8022568078,247660761,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p3_cpu_heavy/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p3_cpu_heavy/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p3_cpu_heavy/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p3_cpu_heavy/time_run1.log
classic,2,p3_cpu_heavy,2,3,200,3,256,32,32,10s,4,0,10.02,1.07s,200.03ms,1.14s,16.95,12.20,40.00,1.13s,1.13s,1.13s,1.14s,282,10.02s,28.16,5.11KB,,1,22135.78,655,278,781,72949516274,263425280476,33700342330,963987702,8237625831,245464751,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p3_cpu_heavy/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p3_cpu_heavy/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p3_cpu_heavy/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p3_cpu_heavy/time_run2.log
classic,2,p3_cpu_heavy,3,3,200,3,256,32,32,10s,4,0,10.02,1.09s,204.86ms,1.16s,13.89,9.46,40.00,1.15s,1.15s,1.15s,1.16s,278,10.01s,27.76,5.04KB,,1,22177.66,633,289,781,73339310300,260042044645,33268545401,951860537,7576113509,249528392,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p3_cpu_heavy/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p3_cpu_heavy/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p3_cpu_heavy/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p3_cpu_heavy/time_run3.log
classic,2,p4_io_heavy_high_conc,1,1,10000,1,256,32,64,12s,4,0,12.03,1.05s,182.38ms,1.12s,21.72,10.30,40.00,1.09s,1.10s,1.11s,1.11s,701,12.02s,58.31,10.71KB,,1,18519.48,1514,701,782,60763630227,214037688338,27374861599,784304311,6068701614,211112769,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p4_io_heavy_high_conc/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p4_io_heavy_high_conc/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p4_io_heavy_high_conc/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p4_io_heavy_high_conc/time_run1.log
classic,2,p4_io_heavy_high_conc,2,1,10000,1,256,32,64,12s,4,0,12.04,1.04s,179.48ms,1.10s,19.92,12.00,60.00,1.09s,1.09s,1.09s,1.10s,704,12.03s,58.52,10.74KB,,1,18498.11,1481,567,783,60550997483,214741554662,27464429534,787346627,6394245461,211281228,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p4_io_heavy_high_conc/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p4_io_heavy_high_conc/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p4_io_heavy_high_conc/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p4_io_heavy_high_conc/time_run2.log
classic,2,p4_io_heavy_high_conc,3,1,10000,1,256,32,64,12s,4,0,12.04,1.04s,179.02ms,1.10s,18.27,11.40,60.00,1.09s,1.09s,1.09s,1.10s,704,12.03s,58.50,10.74KB,,1,18455.06,1502,636,783,60471450386,214748350139,27482226459,787472891,6010479109,207655041,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p4_io_heavy_high_conc/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p4_io_heavy_high_conc/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p4_io_heavy_high_conc/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p4_io_heavy_high_conc/time_run3.log
classic,2,p5_stress_mix,1,2,3000,2,256,32,96,12s,4,0,12.05,2.17s,564.40ms,2.43s,12.46,7.35,40.00,2.41s,2.41s,2.42s,2.43s,477,12.03s,39.64,7.24KB,,1,25919.72,1052,429,782,85239330376,307227210885,39297137344,1124479296,9102082647,288633888,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p5_stress_mix/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p5_stress_mix/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p5_stress_mix/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p5_stress_mix/time_run1.log
classic,2,p5_stress_mix,2,2,3000,2,256,32,96,12s,4,0,12.03,2.17s,565.65ms,2.41s,13.65,7.18,40.00,2.41s,2.41s,2.41s,2.41s,478,12.02s,39.77,7.26KB,,1,25952.46,1029,328,784,85212364732,308032143559,39406725356,1127482546,9484188884,299218157,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p5_stress_mix/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p5_stress_mix/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p5_stress_mix/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p5_stress_mix/time_run2.log
classic,2,p5_stress_mix,3,2,3000,2,256,32,96,12s,4,0,12.04,2.17s,566.12ms,2.42s,12.44,6.34,30.00,2.41s,2.41s,2.42s,2.42s,478,12.03s,39.74,7.26KB,,1,25928.54,1038,353,783,85193354759,307227858702,39303734002,1124539710,9333526779,281374877,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p5_stress_mix/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p5_stress_mix/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p5_stress_mix/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t2_p5_stress_mix/time_run3.log
